id,range_from,range_to,amount_tax,tax_table_id:id
tax_table_0_759,1128501,1129000,15160,os_hr_payroll_reports.tax_table_0
tax_table_0_760,1129001,1129500,15180,os_hr_payroll_reports.tax_table_0
tax_table_0_761,1129501,1130000,15200,os_hr_payroll_reports.tax_table_0
tax_table_0_762,1130001,1130500,15220,os_hr_payroll_reports.tax_table_0
tax_table_0_763,1130501,1131000,15240,os_hr_payroll_reports.tax_table_0
tax_table_0_764,1131001,1131500,15260,os_hr_payroll_reports.tax_table_0
tax_table_0_765,1131501,1132000,15280,os_hr_payroll_reports.tax_table_0
tax_table_0_766,1132001,1132500,15300,os_hr_payroll_reports.tax_table_0
tax_table_0_767,1132501,1133000,15320,os_hr_payroll_reports.tax_table_0
tax_table_0_768,1133001,1133500,15340,os_hr_payroll_reports.tax_table_0
tax_table_0_769,1133501,1134000,15360,os_hr_payroll_reports.tax_table_0
tax_table_0_770,1134001,1134500,15380,os_hr_payroll_reports.tax_table_0
tax_table_0_771,1134501,1135000,15400,os_hr_payroll_reports.tax_table_0
tax_table_0_772,1135001,1135500,15420,os_hr_payroll_reports.tax_table_0
tax_table_0_773,1135501,1136000,15440,os_hr_payroll_reports.tax_table_0
tax_table_0_774,1136001,1136500,15460,os_hr_payroll_reports.tax_table_0
tax_table_0_775,1136501,1137000,15480,os_hr_payroll_reports.tax_table_0
tax_table_0_776,1137001,1137500,15500,os_hr_payroll_reports.tax_table_0
tax_table_0_777,1137501,1138000,15520,os_hr_payroll_reports.tax_table_0
tax_table_0_778,1138001,1138500,15540,os_hr_payroll_reports.tax_table_0
tax_table_0_779,1138501,1139000,15560,os_hr_payroll_reports.tax_table_0
tax_table_0_780,1139001,1139500,15580,os_hr_payroll_reports.tax_table_0
tax_table_0_781,1139501,1140000,15600,os_hr_payroll_reports.tax_table_0
tax_table_0_782,1140001,1140500,15620,os_hr_payroll_reports.tax_table_0
tax_table_0_783,1140501,1141000,15640,os_hr_payroll_reports.tax_table_0
tax_table_0_784,1141001,1141500,15660,os_hr_payroll_reports.tax_table_0
tax_table_0_785,1141501,1142000,15680,os_hr_payroll_reports.tax_table_0
tax_table_0_786,1142001,1142500,15700,os_hr_payroll_reports.tax_table_0
tax_table_0_787,1142501,1143000,15720,os_hr_payroll_reports.tax_table_0
tax_table_0_788,1143001,1143500,15740,os_hr_payroll_reports.tax_table_0
tax_table_0_789,1143501,1144000,15760,os_hr_payroll_reports.tax_table_0
tax_table_0_790,1144001,1144500,15780,os_hr_payroll_reports.tax_table_0
tax_table_0_791,1144501,1145000,15800,os_hr_payroll_reports.tax_table_0
tax_table_0_792,1145001,1145500,15820,os_hr_payroll_reports.tax_table_0
tax_table_0_793,1145501,1146000,15840,os_hr_payroll_reports.tax_table_0
tax_table_0_794,1146001,1146500,15860,os_hr_payroll_reports.tax_table_0
tax_table_0_795,1146501,1147000,15880,os_hr_payroll_reports.tax_table_0
tax_table_0_796,1147001,1147500,15900,os_hr_payroll_reports.tax_table_0
tax_table_0_797,1147501,1148000,15920,os_hr_payroll_reports.tax_table_0
tax_table_0_798,1148001,1148500,15940,os_hr_payroll_reports.tax_table_0
tax_table_0_799,1148501,1149000,15960,os_hr_payroll_reports.tax_table_0
tax_table_0_800,1149001,1149500,15980,os_hr_payroll_reports.tax_table_0
tax_table_0_801,1149501,1150000,16000,os_hr_payroll_reports.tax_table_0
tax_table_0_802,1150001,1150500,16020,os_hr_payroll_reports.tax_table_0
tax_table_0_803,1150501,1151000,16040,os_hr_payroll_reports.tax_table_0
tax_table_0_804,1151001,1151500,16060,os_hr_payroll_reports.tax_table_0
tax_table_0_805,1151501,1152000,16080,os_hr_payroll_reports.tax_table_0
tax_table_0_806,1152001,1152500,16100,os_hr_payroll_reports.tax_table_0
tax_table_0_807,1152501,1153000,16120,os_hr_payroll_reports.tax_table_0
tax_table_0_808,1153001,1153500,16140,os_hr_payroll_reports.tax_table_0
tax_table_0_809,1153501,1154000,16160,os_hr_payroll_reports.tax_table_0
tax_table_0_810,1154001,1154500,16180,os_hr_payroll_reports.tax_table_0
tax_table_0_811,1154501,1155000,16200,os_hr_payroll_reports.tax_table_0
tax_table_0_812,1155001,1155500,16220,os_hr_payroll_reports.tax_table_0
tax_table_0_813,1155501,1156000,16240,os_hr_payroll_reports.tax_table_0
tax_table_0_814,1156001,1156500,16260,os_hr_payroll_reports.tax_table_0
tax_table_0_815,1156501,1157000,16280,os_hr_payroll_reports.tax_table_0
tax_table_0_816,1157001,1157500,16300,os_hr_payroll_reports.tax_table_0
tax_table_0_817,1157501,1158000,16320,os_hr_payroll_reports.tax_table_0
tax_table_0_818,1158001,1158500,16340,os_hr_payroll_reports.tax_table_0
tax_table_0_819,1158501,1159000,16360,os_hr_payroll_reports.tax_table_0
tax_table_0_820,1159001,1159500,16380,os_hr_payroll_reports.tax_table_0
tax_table_0_821,1159501,1160000,16400,os_hr_payroll_reports.tax_table_0
tax_table_0_822,1160001,1160500,16420,os_hr_payroll_reports.tax_table_0
tax_table_0_823,1160501,1161000,16440,os_hr_payroll_reports.tax_table_0
tax_table_0_824,1161001,1161500,16460,os_hr_payroll_reports.tax_table_0
tax_table_0_825,1161501,1162000,16480,os_hr_payroll_reports.tax_table_0
tax_table_0_826,1162001,1162500,16500,os_hr_payroll_reports.tax_table_0
tax_table_0_827,1162501,1163000,16520,os_hr_payroll_reports.tax_table_0
tax_table_0_828,1163001,1163500,16540,os_hr_payroll_reports.tax_table_0
tax_table_0_829,1163501,1164000,16560,os_hr_payroll_reports.tax_table_0
tax_table_0_830,1164001,1164500,16580,os_hr_payroll_reports.tax_table_0
tax_table_0_831,1164501,1165000,16600,os_hr_payroll_reports.tax_table_0
tax_table_0_832,1165001,1165500,16620,os_hr_payroll_reports.tax_table_0
tax_table_0_833,1165501,1166000,16640,os_hr_payroll_reports.tax_table_0
tax_table_0_834,1166001,1166500,16660,os_hr_payroll_reports.tax_table_0
tax_table_0_835,1166501,1167000,16680,os_hr_payroll_reports.tax_table_0
tax_table_0_836,1167001,1167500,16700,os_hr_payroll_reports.tax_table_0
tax_table_0_837,1167501,1168000,16720,os_hr_payroll_reports.tax_table_0
tax_table_0_838,1168001,1168500,16740,os_hr_payroll_reports.tax_table_0
tax_table_0_839,1168501,1169000,16760,os_hr_payroll_reports.tax_table_0
tax_table_0_840,1169001,1169500,16780,os_hr_payroll_reports.tax_table_0
tax_table_0_841,1169501,1170000,16800,os_hr_payroll_reports.tax_table_0
tax_table_0_842,1170001,1170500,16820,os_hr_payroll_reports.tax_table_0
tax_table_0_843,1170501,1171000,16840,os_hr_payroll_reports.tax_table_0
tax_table_0_844,1171001,1171500,16860,os_hr_payroll_reports.tax_table_0
tax_table_0_845,1171501,1172000,16880,os_hr_payroll_reports.tax_table_0
tax_table_0_846,1172001,1172500,16900,os_hr_payroll_reports.tax_table_0
tax_table_0_847,1172501,1173000,16920,os_hr_payroll_reports.tax_table_0
tax_table_0_848,1173001,1173500,16940,os_hr_payroll_reports.tax_table_0
tax_table_0_849,1173501,1174000,16960,os_hr_payroll_reports.tax_table_0
tax_table_0_850,1174001,1174500,16980,os_hr_payroll_reports.tax_table_0
tax_table_0_851,1174501,1175000,17000,os_hr_payroll_reports.tax_table_0
tax_table_0_852,1175001,1175500,17020,os_hr_payroll_reports.tax_table_0
tax_table_0_853,1175501,1176000,17040,os_hr_payroll_reports.tax_table_0
tax_table_0_854,1176001,1176500,17060,os_hr_payroll_reports.tax_table_0
tax_table_0_855,1176501,1177000,17080,os_hr_payroll_reports.tax_table_0
tax_table_0_856,1177001,1177500,17100,os_hr_payroll_reports.tax_table_0
tax_table_0_857,1177501,1178000,17120,os_hr_payroll_reports.tax_table_0
tax_table_0_858,1178001,1178500,17140,os_hr_payroll_reports.tax_table_0
tax_table_0_859,1178501,1179000,17160,os_hr_payroll_reports.tax_table_0
tax_table_0_860,1179001,1179500,17180,os_hr_payroll_reports.tax_table_0
tax_table_0_861,1179501,1180000,17200,os_hr_payroll_reports.tax_table_0
tax_table_0_862,1180001,1180500,17220,os_hr_payroll_reports.tax_table_0
tax_table_0_863,1180501,1181000,17240,os_hr_payroll_reports.tax_table_0
tax_table_0_864,1181001,1181500,17260,os_hr_payroll_reports.tax_table_0
tax_table_0_865,1181501,1182000,17280,os_hr_payroll_reports.tax_table_0
tax_table_0_866,1182001,1182500,17300,os_hr_payroll_reports.tax_table_0
tax_table_0_867,1182501,1183000,17320,os_hr_payroll_reports.tax_table_0
tax_table_0_868,1183001,1183500,17340,os_hr_payroll_reports.tax_table_0
tax_table_0_869,1183501,1184000,17360,os_hr_payroll_reports.tax_table_0
tax_table_0_870,1184001,1184500,17380,os_hr_payroll_reports.tax_table_0
tax_table_0_871,1184501,1185000,17400,os_hr_payroll_reports.tax_table_0
tax_table_0_872,1185001,1185500,17420,os_hr_payroll_reports.tax_table_0
tax_table_0_873,1185501,1186000,17440,os_hr_payroll_reports.tax_table_0
tax_table_0_874,1186001,1186500,17460,os_hr_payroll_reports.tax_table_0
tax_table_0_875,1186501,1187000,17480,os_hr_payroll_reports.tax_table_0
tax_table_0_876,1187001,1187500,17500,os_hr_payroll_reports.tax_table_0
tax_table_0_877,1187501,1188000,17520,os_hr_payroll_reports.tax_table_0
tax_table_0_878,1188001,1188500,17540,os_hr_payroll_reports.tax_table_0
tax_table_0_879,1188501,1189000,17560,os_hr_payroll_reports.tax_table_0
tax_table_0_880,1189001,1189500,17580,os_hr_payroll_reports.tax_table_0
tax_table_0_881,1189501,1190000,17600,os_hr_payroll_reports.tax_table_0
tax_table_0_882,1190001,1190500,17620,os_hr_payroll_reports.tax_table_0
tax_table_0_883,1190501,1191000,17640,os_hr_payroll_reports.tax_table_0
tax_table_0_884,1191001,1191500,17660,os_hr_payroll_reports.tax_table_0
tax_table_0_885,1191501,1192000,17680,os_hr_payroll_reports.tax_table_0
tax_table_0_886,1192001,1192500,17700,os_hr_payroll_reports.tax_table_0
tax_table_0_887,1192501,1193000,17720,os_hr_payroll_reports.tax_table_0
tax_table_0_888,1193001,1193500,17740,os_hr_payroll_reports.tax_table_0
tax_table_0_889,1193501,1194000,17760,os_hr_payroll_reports.tax_table_0
tax_table_0_890,1194001,1194500,17780,os_hr_payroll_reports.tax_table_0
tax_table_0_891,1194501,1195000,17800,os_hr_payroll_reports.tax_table_0
tax_table_0_892,1195001,1195500,17820,os_hr_payroll_reports.tax_table_0
tax_table_0_893,1195501,1196000,17840,os_hr_payroll_reports.tax_table_0
tax_table_0_894,1196001,1196500,17860,os_hr_payroll_reports.tax_table_0
tax_table_0_895,1196501,1197000,17880,os_hr_payroll_reports.tax_table_0
tax_table_0_896,1197001,1197500,17900,os_hr_payroll_reports.tax_table_0
tax_table_0_897,1197501,1198000,17920,os_hr_payroll_reports.tax_table_0
tax_table_0_898,1198001,1198500,17940,os_hr_payroll_reports.tax_table_0
tax_table_0_899,1198501,1199000,17960,os_hr_payroll_reports.tax_table_0
tax_table_0_900,1199001,1199500,17980,os_hr_payroll_reports.tax_table_0
tax_table_0_901,1199501,1200000,18000,os_hr_payroll_reports.tax_table_0
tax_table_0_902,1200001,1200500,18020,os_hr_payroll_reports.tax_table_0
tax_table_0_903,1200501,1201000,18040,os_hr_payroll_reports.tax_table_0
tax_table_0_904,1201001,1201500,18060,os_hr_payroll_reports.tax_table_0
tax_table_0_905,1201501,1202000,18080,os_hr_payroll_reports.tax_table_0
tax_table_0_906,1202001,1202500,18100,os_hr_payroll_reports.tax_table_0
tax_table_0_907,1202501,1203000,18120,os_hr_payroll_reports.tax_table_0
tax_table_0_908,1203001,1203500,18140,os_hr_payroll_reports.tax_table_0
tax_table_0_909,1203501,1204000,18160,os_hr_payroll_reports.tax_table_0
tax_table_0_910,1204001,1204500,18180,os_hr_payroll_reports.tax_table_0
tax_table_0_911,1204501,1205000,18200,os_hr_payroll_reports.tax_table_0
tax_table_0_912,1205001,1205500,18220,os_hr_payroll_reports.tax_table_0
tax_table_0_913,1205501,1206000,18240,os_hr_payroll_reports.tax_table_0
tax_table_0_914,1206001,1206500,18260,os_hr_payroll_reports.tax_table_0
tax_table_0_915,1206501,1207000,18280,os_hr_payroll_reports.tax_table_0
tax_table_0_916,1207001,1207500,18300,os_hr_payroll_reports.tax_table_0
tax_table_0_917,1207501,1208000,18320,os_hr_payroll_reports.tax_table_0
tax_table_0_918,1208001,1208500,18340,os_hr_payroll_reports.tax_table_0
tax_table_0_919,1208501,1209000,18360,os_hr_payroll_reports.tax_table_0
tax_table_0_920,1209001,1209500,18380,os_hr_payroll_reports.tax_table_0
tax_table_0_921,1209501,1210000,18400,os_hr_payroll_reports.tax_table_0
tax_table_0_922,1210001,1210500,18420,os_hr_payroll_reports.tax_table_0
tax_table_0_923,1210501,1211000,18440,os_hr_payroll_reports.tax_table_0
tax_table_0_924,1211001,1211500,18460,os_hr_payroll_reports.tax_table_0
tax_table_0_925,1211501,1212000,18480,os_hr_payroll_reports.tax_table_0
tax_table_0_926,1212001,1212500,18500,os_hr_payroll_reports.tax_table_0
tax_table_0_927,1212501,1213000,18520,os_hr_payroll_reports.tax_table_0
tax_table_0_928,1213001,1213500,18540,os_hr_payroll_reports.tax_table_0
tax_table_0_929,1213501,1214000,18560,os_hr_payroll_reports.tax_table_0
tax_table_0_930,1214001,1214500,18580,os_hr_payroll_reports.tax_table_0
tax_table_0_931,1214501,1215000,18600,os_hr_payroll_reports.tax_table_0
tax_table_0_932,1215001,1215500,18620,os_hr_payroll_reports.tax_table_0
tax_table_0_933,1215501,1216000,18640,os_hr_payroll_reports.tax_table_0
tax_table_0_934,1216001,1216500,18660,os_hr_payroll_reports.tax_table_0
tax_table_0_935,1216501,1217000,18680,os_hr_payroll_reports.tax_table_0
tax_table_0_936,1217001,1217500,18700,os_hr_payroll_reports.tax_table_0
tax_table_0_937,1217501,1218000,18720,os_hr_payroll_reports.tax_table_0
tax_table_0_938,1218001,1218500,18740,os_hr_payroll_reports.tax_table_0
tax_table_0_939,1218501,1219000,18760,os_hr_payroll_reports.tax_table_0
tax_table_0_940,1219001,1219500,18780,os_hr_payroll_reports.tax_table_0
tax_table_0_941,1219501,1220000,18800,os_hr_payroll_reports.tax_table_0
tax_table_0_942,1220001,1220500,18820,os_hr_payroll_reports.tax_table_0
tax_table_0_943,1220501,1221000,18840,os_hr_payroll_reports.tax_table_0
tax_table_0_944,1221001,1221500,18860,os_hr_payroll_reports.tax_table_0
tax_table_0_945,1221501,1222000,18880,os_hr_payroll_reports.tax_table_0
tax_table_0_946,1222001,1222500,18900,os_hr_payroll_reports.tax_table_0
tax_table_0_947,1222501,1223000,18920,os_hr_payroll_reports.tax_table_0
tax_table_0_948,1223001,1223500,18940,os_hr_payroll_reports.tax_table_0
tax_table_0_949,1223501,1224000,18960,os_hr_payroll_reports.tax_table_0
tax_table_0_950,1224001,1224500,18980,os_hr_payroll_reports.tax_table_0
tax_table_0_951,1224501,1225000,19000,os_hr_payroll_reports.tax_table_0
tax_table_0_952,1225001,1225500,19020,os_hr_payroll_reports.tax_table_0
tax_table_0_953,1225501,1226000,19040,os_hr_payroll_reports.tax_table_0
tax_table_0_954,1226001,1226500,19060,os_hr_payroll_reports.tax_table_0
tax_table_0_955,1226501,1227000,19080,os_hr_payroll_reports.tax_table_0
tax_table_0_956,1227001,1227500,19100,os_hr_payroll_reports.tax_table_0
tax_table_0_957,1227501,1228000,19120,os_hr_payroll_reports.tax_table_0
tax_table_0_958,1228001,1228500,19140,os_hr_payroll_reports.tax_table_0
tax_table_0_959,1228501,1229000,19160,os_hr_payroll_reports.tax_table_0
tax_table_0_960,1229001,1229500,19180,os_hr_payroll_reports.tax_table_0
tax_table_0_961,1229501,1230000,19200,os_hr_payroll_reports.tax_table_0
tax_table_0_962,1230001,1230500,19220,os_hr_payroll_reports.tax_table_0
tax_table_0_963,1230501,1231000,19240,os_hr_payroll_reports.tax_table_0
tax_table_0_964,1231001,1231500,19260,os_hr_payroll_reports.tax_table_0
tax_table_0_965,1231501,1232000,19280,os_hr_payroll_reports.tax_table_0
tax_table_0_966,1232001,1232500,19300,os_hr_payroll_reports.tax_table_0
tax_table_0_967,1232501,1233000,19320,os_hr_payroll_reports.tax_table_0
tax_table_0_968,1233001,1233500,19340,os_hr_payroll_reports.tax_table_0
tax_table_0_969,1233501,1234000,19360,os_hr_payroll_reports.tax_table_0
tax_table_0_970,1234001,1234500,19380,os_hr_payroll_reports.tax_table_0
tax_table_0_971,1234501,1235000,19400,os_hr_payroll_reports.tax_table_0
tax_table_0_972,1235001,1235500,19420,os_hr_payroll_reports.tax_table_0
tax_table_0_973,1235501,1236000,19440,os_hr_payroll_reports.tax_table_0
tax_table_0_974,1236001,1236500,19460,os_hr_payroll_reports.tax_table_0
tax_table_0_975,1236501,1237000,19480,os_hr_payroll_reports.tax_table_0
tax_table_0_976,1237001,1237500,19500,os_hr_payroll_reports.tax_table_0
tax_table_0_977,1237501,1238000,19520,os_hr_payroll_reports.tax_table_0
tax_table_0_978,1238001,1238500,19540,os_hr_payroll_reports.tax_table_0
tax_table_0_979,1238501,1239000,19560,os_hr_payroll_reports.tax_table_0
tax_table_0_980,1239001,1239500,19580,os_hr_payroll_reports.tax_table_0
tax_table_0_981,1239501,1240000,19600,os_hr_payroll_reports.tax_table_0
tax_table_0_982,1240001,1240500,19620,os_hr_payroll_reports.tax_table_0
tax_table_0_983,1240501,1241000,19640,os_hr_payroll_reports.tax_table_0
tax_table_0_984,1241001,1241500,19660,os_hr_payroll_reports.tax_table_0
tax_table_0_985,1241501,1242000,19680,os_hr_payroll_reports.tax_table_0
tax_table_0_986,1242001,1242500,19700,os_hr_payroll_reports.tax_table_0
tax_table_0_987,1242501,1243000,19720,os_hr_payroll_reports.tax_table_0
tax_table_0_988,1243001,1243500,19740,os_hr_payroll_reports.tax_table_0
tax_table_0_989,1243501,1244000,19760,os_hr_payroll_reports.tax_table_0
tax_table_0_990,1244001,1244500,19780,os_hr_payroll_reports.tax_table_0
tax_table_0_991,1244501,1245000,19800,os_hr_payroll_reports.tax_table_0
tax_table_0_992,1245001,1245500,19820,os_hr_payroll_reports.tax_table_0
tax_table_0_993,1245501,1246000,19840,os_hr_payroll_reports.tax_table_0
tax_table_0_994,1246001,1246500,19860,os_hr_payroll_reports.tax_table_0
tax_table_0_995,1246501,1247000,19880,os_hr_payroll_reports.tax_table_0
tax_table_0_996,1247001,1247500,19900,os_hr_payroll_reports.tax_table_0
tax_table_0_997,1247501,1248000,19920,os_hr_payroll_reports.tax_table_0
tax_table_0_998,1248001,1248500,19940,os_hr_payroll_reports.tax_table_0
tax_table_0_999,1248501,1249000,19960,os_hr_payroll_reports.tax_table_0
tax_table_0_1000,1249001,1249500,19980,os_hr_payroll_reports.tax_table_0
tax_table_0_1001,1249501,1250000,20000,os_hr_payroll_reports.tax_table_0
tax_table_0_1002,1250001,1250500,20040,os_hr_payroll_reports.tax_table_0
tax_table_0_1003,1250501,1251000,20080,os_hr_payroll_reports.tax_table_0
tax_table_0_1004,1251001,1251500,20120,os_hr_payroll_reports.tax_table_0
tax_table_0_1005,1251501,1252000,20160,os_hr_payroll_reports.tax_table_0
tax_table_0_1006,1252001,1252500,20200,os_hr_payroll_reports.tax_table_0
tax_table_0_1007,1252501,1253000,20240,os_hr_payroll_reports.tax_table_0
tax_table_0_1008,1253001,1253500,20280,os_hr_payroll_reports.tax_table_0
tax_table_0_1009,1253501,1254000,20320,os_hr_payroll_reports.tax_table_0
tax_table_0_1010,1254001,1254500,20360,os_hr_payroll_reports.tax_table_0
tax_table_0_1011,1254501,1255000,20400,os_hr_payroll_reports.tax_table_0
tax_table_0_1012,1255001,1255500,20440,os_hr_payroll_reports.tax_table_0
tax_table_0_1013,1255501,1256000,20480,os_hr_payroll_reports.tax_table_0
tax_table_0_1014,1256001,1256500,20520,os_hr_payroll_reports.tax_table_0
tax_table_0_1015,1256501,1257000,20560,os_hr_payroll_reports.tax_table_0
tax_table_0_1016,1257001,1257500,20600,os_hr_payroll_reports.tax_table_0
tax_table_0_1017,1257501,1258000,20640,os_hr_payroll_reports.tax_table_0
tax_table_0_1018,1258001,1258500,20680,os_hr_payroll_reports.tax_table_0
tax_table_0_1019,1258501,1259000,20720,os_hr_payroll_reports.tax_table_0
tax_table_0_1020,1259001,1259500,20760,os_hr_payroll_reports.tax_table_0
tax_table_0_1021,1259501,1260000,20800,os_hr_payroll_reports.tax_table_0
tax_table_0_1022,1260001,1260500,20840,os_hr_payroll_reports.tax_table_0
tax_table_0_1023,1260501,1261000,20880,os_hr_payroll_reports.tax_table_0
tax_table_0_1024,1261001,1261500,20920,os_hr_payroll_reports.tax_table_0
tax_table_0_1025,1261501,1262000,20960,os_hr_payroll_reports.tax_table_0
tax_table_0_1026,1262001,1262500,21000,os_hr_payroll_reports.tax_table_0
tax_table_0_1027,1262501,1263000,21040,os_hr_payroll_reports.tax_table_0
tax_table_0_1028,1263001,1263500,21080,os_hr_payroll_reports.tax_table_0
tax_table_0_1029,1263501,1264000,21120,os_hr_payroll_reports.tax_table_0
tax_table_0_1030,1264001,1264500,21160,os_hr_payroll_reports.tax_table_0
tax_table_0_1031,1264501,1265000,21200,os_hr_payroll_reports.tax_table_0
tax_table_0_1032,1265001,1265500,21240,os_hr_payroll_reports.tax_table_0
tax_table_0_1033,1265501,1266000,21280,os_hr_payroll_reports.tax_table_0
tax_table_0_1034,1266001,1266500,21320,os_hr_payroll_reports.tax_table_0
tax_table_0_1035,1266501,1267000,21360,os_hr_payroll_reports.tax_table_0
tax_table_0_1036,1267001,1267500,21400,os_hr_payroll_reports.tax_table_0
tax_table_0_1037,1267501,1268000,21440,os_hr_payroll_reports.tax_table_0
tax_table_0_1038,1268001,1268500,21480,os_hr_payroll_reports.tax_table_0
tax_table_0_1039,1268501,1269000,21520,os_hr_payroll_reports.tax_table_0
tax_table_0_1040,1269001,1269500,21560,os_hr_payroll_reports.tax_table_0
tax_table_0_1041,1269501,1270000,21600,os_hr_payroll_reports.tax_table_0
tax_table_0_1042,1270001,1270500,21640,os_hr_payroll_reports.tax_table_0
tax_table_0_1043,1270501,1271000,21680,os_hr_payroll_reports.tax_table_0
tax_table_0_1044,1271001,1271500,21720,os_hr_payroll_reports.tax_table_0
tax_table_0_1045,1271501,1272000,21760,os_hr_payroll_reports.tax_table_0
tax_table_0_1046,1272001,1272500,21800,os_hr_payroll_reports.tax_table_0
tax_table_0_1047,1272501,1273000,21840,os_hr_payroll_reports.tax_table_0
tax_table_0_1048,1273001,1273500,21880,os_hr_payroll_reports.tax_table_0
tax_table_0_1049,1273501,1274000,21920,os_hr_payroll_reports.tax_table_0
tax_table_0_1050,1274001,1274500,21960,os_hr_payroll_reports.tax_table_0
tax_table_0_1051,1274501,1275000,22000,os_hr_payroll_reports.tax_table_0
tax_table_0_1052,1275001,1275500,22040,os_hr_payroll_reports.tax_table_0
tax_table_0_1053,1275501,1276000,22080,os_hr_payroll_reports.tax_table_0
tax_table_0_1054,1276001,1276500,22120,os_hr_payroll_reports.tax_table_0
tax_table_0_1055,1276501,1277000,22160,os_hr_payroll_reports.tax_table_0
tax_table_0_1056,1277001,1277500,22200,os_hr_payroll_reports.tax_table_0
tax_table_0_1057,1277501,1278000,22240,os_hr_payroll_reports.tax_table_0
tax_table_0_1058,1278001,1278500,22280,os_hr_payroll_reports.tax_table_0
tax_table_0_1059,1278501,1279000,22320,os_hr_payroll_reports.tax_table_0
tax_table_0_1060,1279001,1279500,22360,os_hr_payroll_reports.tax_table_0
tax_table_0_1061,1279501,1280000,22400,os_hr_payroll_reports.tax_table_0
tax_table_0_1062,1280001,1280500,22440,os_hr_payroll_reports.tax_table_0
tax_table_0_1063,1280501,1281000,22480,os_hr_payroll_reports.tax_table_0
tax_table_0_1064,1281001,1281500,22520,os_hr_payroll_reports.tax_table_0
tax_table_0_1065,1281501,1282000,22560,os_hr_payroll_reports.tax_table_0
tax_table_0_1066,1282001,1282500,22600,os_hr_payroll_reports.tax_table_0
tax_table_0_1067,1282501,1283000,22640,os_hr_payroll_reports.tax_table_0
tax_table_0_1068,1283001,1283500,22680,os_hr_payroll_reports.tax_table_0
tax_table_0_1069,1283501,1284000,22720,os_hr_payroll_reports.tax_table_0
tax_table_0_1070,1284001,1284500,22760,os_hr_payroll_reports.tax_table_0
tax_table_0_1071,1284501,1285000,22800,os_hr_payroll_reports.tax_table_0
tax_table_0_1072,1285001,1285500,22840,os_hr_payroll_reports.tax_table_0
tax_table_0_1073,1285501,1286000,22880,os_hr_payroll_reports.tax_table_0
tax_table_0_1074,1286001,1286500,22920,os_hr_payroll_reports.tax_table_0
tax_table_0_1075,1286501,1287000,22960,os_hr_payroll_reports.tax_table_0
tax_table_0_1076,1287001,1287500,23000,os_hr_payroll_reports.tax_table_0
tax_table_0_1077,1287501,1288000,23040,os_hr_payroll_reports.tax_table_0
tax_table_0_1078,1288001,1288500,23080,os_hr_payroll_reports.tax_table_0
tax_table_0_1079,1288501,1289000,23120,os_hr_payroll_reports.tax_table_0
tax_table_0_1080,1289001,1289500,23160,os_hr_payroll_reports.tax_table_0
tax_table_0_1081,1289501,1290000,23200,os_hr_payroll_reports.tax_table_0
tax_table_0_1082,1290001,1290500,23240,os_hr_payroll_reports.tax_table_0
tax_table_0_1083,1290501,1291000,23280,os_hr_payroll_reports.tax_table_0
tax_table_0_1084,1291001,1291500,23320,os_hr_payroll_reports.tax_table_0
tax_table_0_1085,1291501,1292000,23360,os_hr_payroll_reports.tax_table_0
tax_table_0_1086,1292001,1292500,23400,os_hr_payroll_reports.tax_table_0
tax_table_0_1087,1292501,1293000,23440,os_hr_payroll_reports.tax_table_0
tax_table_0_1088,1293001,1293500,23480,os_hr_payroll_reports.tax_table_0
tax_table_0_1089,1293501,1294000,23520,os_hr_payroll_reports.tax_table_0
tax_table_0_1090,1294001,1294500,23560,os_hr_payroll_reports.tax_table_0
tax_table_0_1091,1294501,1295000,23600,os_hr_payroll_reports.tax_table_0
tax_table_0_1092,1295001,1295500,23640,os_hr_payroll_reports.tax_table_0
tax_table_0_1093,1295501,1296000,23680,os_hr_payroll_reports.tax_table_0
tax_table_0_1094,1296001,1296500,23720,os_hr_payroll_reports.tax_table_0
tax_table_0_1095,1296501,1297000,23760,os_hr_payroll_reports.tax_table_0
tax_table_0_1096,1297001,1297500,23800,os_hr_payroll_reports.tax_table_0
tax_table_0_1097,1297501,1298000,23840,os_hr_payroll_reports.tax_table_0
tax_table_0_1098,1298001,1298500,23880,os_hr_payroll_reports.tax_table_0
tax_table_0_1099,1298501,1299000,23920,os_hr_payroll_reports.tax_table_0
tax_table_0_1100,1299001,1299500,23960,os_hr_payroll_reports.tax_table_0
tax_table_0_1101,1299501,1300000,24000,os_hr_payroll_reports.tax_table_0
tax_table_0_1102,1300001,1300500,24040,os_hr_payroll_reports.tax_table_0
tax_table_0_1103,1300501,1301000,24080,os_hr_payroll_reports.tax_table_0
tax_table_0_1104,1301001,1301500,24120,os_hr_payroll_reports.tax_table_0
tax_table_0_1105,1301501,1302000,24160,os_hr_payroll_reports.tax_table_0
tax_table_0_1106,1302001,1302500,24200,os_hr_payroll_reports.tax_table_0
tax_table_0_1107,1302501,1303000,24240,os_hr_payroll_reports.tax_table_0
tax_table_0_1108,1303001,1303500,24280,os_hr_payroll_reports.tax_table_0
tax_table_0_1109,1303501,1304000,24320,os_hr_payroll_reports.tax_table_0
tax_table_0_1110,1304001,1304500,24360,os_hr_payroll_reports.tax_table_0
tax_table_0_1111,1304501,1305000,24400,os_hr_payroll_reports.tax_table_0
tax_table_0_1112,1305001,1305500,24440,os_hr_payroll_reports.tax_table_0
tax_table_0_1113,1305501,1306000,24480,os_hr_payroll_reports.tax_table_0
